Image Name,Dice Score Class 0,Dice Score Class 1,Dice Score Class 2,Dice Score Class 3,Dice Score Class 4,Dice Score Class 5
0_cfd,0.9937495834718514,0.8940661847761443,0.7981492190479758,0.9294309907993714,0.5954198465707127,0.6503982374766314
100_cfd,0.9858846825936771,0.828992847581226,0.8047891720966192,0.9215304797468336,0.6008836515450904,0.857948717875389
101_cfd,0.9918268908668189,0.9048954064803071,0.798594847588151,0.9061768411838327,0.6142857131887756,0.8699370470519139
102_cfd,0.9890937958736008,0.8667773396670548,0.7935275078338099,0.904732886267574,0.456692912486825,0.8919828068686243
103_cfd,0.9911045679785366,0.8886489404478118,0.8002868408747628,0.9111023309144404,0.6780238489301127,0.7920892492920666
104_cfd,0.989495698462711,0.8084116585584158,0.7867412139004111,0.8888104481311665,0.5035714276721939,0.8626869359952185
105_cfd,0.990070234921607,0.901811456212212,0.7779161474562407,0.9121081743675254,0.6247086232524275,0.8983181267562583
106_cfd,0.9891940383693413,0.8434911242291608,0.7321063391688727,0.8637617206663647,0.3046683039197339,0.0
107_cfd,0.9876372668897415,0.8751490756978552,0.7799868908062078,0.9036410443354834,0.6656848296528942,0.8208361479531009
108_cfd,0.9923742602763167,0.8962522116416176,0.8231349536677466,0.9157814869279625,0.5734767014812245,0.8749669573255396
109_cfd,0.9933106790504264,0.8999275586826074,0.8357362323716057,0.9135609754315003,0.6474820134568604,0.8574689032457526
10_cfd,0.9944450309807394,0.8840981856361367,0.8307550217430719,0.9184472932837522,0.442451419368533,0.8556104444805066
110_cfd,0.9943068258743936,0.8731817249967095,0.8210569269901944,0.9155089309731345,0.5240793193709925,0.8791855757538102
111_cfd,0.9943782057445452,0.9084940499994191,0.8778877885719264,0.9345484671193788,0.7190332315422459,0.8867662382001765
112_cfd,0.9924837008409275,0.8753608635072574,0.7712873098752449,0.8803505222648549,0.5549389560988469,0.8787920764040177
113_cfd,0.9931938709915324,0.8452813726301235,0.8157338962999646,0.9106866286507164,0.6004414997782749,0.9182624244901079
114_cfd,0.9932296539045261,0.9134109580404627,0.8537396120701192,0.9046536303009468,0.676409185097694,0.8905583755742431
115_cfd,0.9938021681998566,0.9130737506875328,0.8225255970941711,0.900535577486508,0.6215277766987365,0.9092858674022957
116_cfd,0.9910005183145701,0.8740769341727845,0.7996016926065219,0.9081364827693782,0.6396648035758872,0.8779773785177659
117_cfd,0.9910910602503638,0.8782308745982029,0.8516110795856965,0.9204069418132246,0.6888045534261815,0.8902464421457655
118_cfd,0.9929408911973457,0.8982991201819179,0.8302928099294353,0.8817958609467211,0.6728205121304405,0.900121413451331
119_cfd,0.9925597658972606,0.8723596316499753,0.8368028782223585,0.9062499998353469,0.6617210672674761,0.8867405616395749
11_cfd,0.9938954782799784,0.9149007414056494,0.7725993116132002,0.8955459202019026,0.3965517232832937,0.0
120_cfd,0.9943288533287103,0.8828816077501322,0.8158770804568817,0.9155555553860082,0.5261324032645777,0.8797209525042433
