Image Name,Dice Score Class 0,Dice Score Class 1,Dice Score Class 2,Dice Score Class 3,Dice Score Class 4,Dice Score Class 5
0_cfd,0.9912951822902021,0.8329626333593235,0.715517241225104,0.9172908862488621,0.444444443707389,0.6805465190456416
100_cfd,0.9799686151904564,0.7535636987553711,0.7110050698744393,0.9025233320251428,0.41165048463757187,0.842904603621936
101_cfd,0.9866525555604253,0.8494682514525544,0.707381837305528,0.8856707315385536,0.37037036931518413,0.8359930265742265
102_cfd,0.9840410918969538,0.8084720120722968,0.7040059344569711,0.8872932983273948,0.0,0.8493348457410194
103_cfd,0.984833426419767,0.820157736852662,0.6994171520818413,0.8966680723541399,0.2088167048519334,0.508474576083834
104_cfd,0.9866983363157228,0.7861784424555864,0.7015753271130296,0.8772388058064853,0.4117647047813778,0.8388545759631029
105_cfd,0.9839503783044296,0.8412828947121334,0.67463876398872,0.903325258554652,0.11920529761852551,0.8533399062295612
106_cfd,0.9854150758797126,0.7651234069702725,0.5904203320672432,0.8573969757315751,0.0,1.0
107_cfd,0.9824857811956706,0.8209664209328024,0.6893807508855059,0.8825024436202341,0.5285171092613743,0.776533511551351
108_cfd,0.9878917203193216,0.8374573751491887,0.7559961622142641,0.906693711783632,0.14871794833662064,0.8394910316051677
109_cfd,0.990423546447349,0.8853599164897786,0.7479935792541483,0.8981636058225868,0.2868686862891542,0.8019111569212408
10_cfd,0.9933779905828952,0.9202649851608057,0.7876223219286902,0.9055826150420414,0.15953307361958546,0.8071840052851263
110_cfd,0.9925891052521721,0.8951713394941455,0.7745825601172118,0.900372300684978,0.12635379038564298,0.8543579600431759
111_cfd,0.9925294837846965,0.905284147487899,0.8057441251159937,0.9287090557140113,0.26339285655492667,0.8768150782886032
112_cfd,0.9876496967456454,0.8037892923206696,0.7137881580180725,0.8599534965373004,0.2041379307529132,0.8649871774879327
113_cfd,0.9903268730328415,0.8291274945712414,0.7314012546365697,0.9218151993946027,0.0,0.8675873273056387
114_cfd,0.9900188171520538,0.9292679754954318,0.7713661882764556,0.8908338636392689,0.2723521316748939,0.8536657761313694
115_cfd,0.9892728899275873,0.8620894105975282,0.7420901244625862,0.9047034762976066,0.0,0.8719185005932095
116_cfd,0.9868959614339898,0.8460640780370219,0.6627051497841808,0.875527850216061,0.23935091229340585,0.8531589160602918
117_cfd,0.9860253113813862,0.8441076897821426,0.7407407406234978,0.9016992217084803,0.4033214704586934,0.8563776875922888
118_cfd,0.9897451723996011,0.9299914703149404,0.6874230429749475,0.868758121242109,0.3194805190656097,0.8747917822824269
119_cfd,0.9891299465460648,0.8438574768988955,0.7254845239440311,0.8947878316421647,0.15086206864038348,0.8419408196248905
11_cfd,0.9932462438365328,0.9026115631667139,0.6470154750747916,0.8828451880998232,0.029411764619377164,0.0
120_cfd,0.9916800755859547,0.8630115341394365,0.7602339179063644,0.9004124924571965,0.08163265287611643,0.82271430500982
121_cfd,0.9867201460907871,0.8069061092038973,0.7508090613266862,0.8813614791553982,0.22402597366229549,0.8483280635385333
122_cfd,0.988549261732054,0.822296280325613,0.7213872830285009,0.8577319585860346,0.10207939489209944,0.7494972065364252
123_cfd,0.9885163888464731,0.8876968091899333,0.7440239042589601,0.8819064965267294,0.4455569456250852,0.8537821942233635
124_cfd,0.9876126866797265,0.7862877762033118,0.7135271806034066,0.8744292235446508,0.07239818988145207,0.1864594893871774
125_cfd,0.9876855323723477,0.6968693058889457,0.7570485900548745,0.914694363883076,0.022988505681067514,0.8586329337706798
126_cfd,0.9876401765846463,0.8799683214928492,0.7149244196902439,0.8841732978100488,0.41148325293224364,0.827921790601794
127_cfd,0.9927665306266605,0.8707280831232562,0.7633410671082734,0.8885054990535894,0.13197969509649823,0.8468153720979823
128_cfd,0.9887462835686961,0.852395636726083,0.697262479590474,0.8961669090499351,0.16713091875450997,0.8230897008827395
129_cfd,0.9893482644590925,0.8600443875943208,0.7179980748418358,0.9212918195859037,0.1361702124762336,0.8397835355165806
12_cfd,0.9906150932292331,0.919681846466026,0.763689360657154,0.9270386264564149,0.08771929798912487,0.6737416615109548
130_cfd,0.98777455620609,0.8509310517941152,0.7637449498043658,0.915887850324628,0.045871559527817525,0.8321760774489485
131_cfd,0.9905157035713612,0.8219590525068287,0.7231386534277443,0.874926137310434,0.0,0.8297920433058553
132_cfd,0.9894819559879834,0.8585154191183546,0.7366897216122422,0.8753472220702522,0.12288135567186154,0.8784332084208464
133_cfd,0.976996217580973,0.6939848904707858,0.6960263222738481,0.8920957689583312,0.0,0.7939911135627342
134_cfd,0.9892297363163916,0.6321907246314564,0.7523071241224412,0.8960817715297952,0.07980049855411347,0.8469535464078229
135_cfd,0.9889011222797857,0.8711364224244816,0.759840471517281,0.9050699562351331,0.07352941158448674,0.8409542742493844
136_cfd,0.9884630116889791,0.8845184562492208,0.7612469664436724,0.8993954424276243,0.439414113928876,0.8628191297318573
137_cfd,0.9923787556786489,0.8689390301614076,0.7355646896191887,0.8693577980056224,0.3284457473189945,0.850526315661575
138_cfd,0.9874971001554976,0.7723440134256033,0.7613683769792723,0.916067146126059,0.0,0.8137973767619748
139_cfd,0.9889348037883765,0.8373027686188372,0.7419750919589589,0.8800494639571208,0.3582089546298359,0.8486641032388185
13_cfd,0.9908451766673891,0.8445213822629658,0.5918904683560344,0.9108870965905469,0.1506024091849325,0.7986316987916461
140_cfd,0.9911093207663662,0.8778965616366428,0.7281713341917063,0.9097250716229534,0.028301886725703097,0.8321167882043631
141_cfd,0.9890505536494261,0.8895955992569686,0.6270352136966925,0.878220140343829,0.11235955035138662,0.7657982260579548
142_cfd,0.9884763919165274,0.8523043305099174,0.6831858405064348,0.8818671452635786,0.08492568984092211,0.8823988213118642
143_cfd,0.989491266778732,0.9104265046915203,0.6649554581511467,0.8626656273012212,0.2266500619842465,0.8626806832405813
144_cfd,0.9928157188589034,0.8903430497131111,0.7614767252772146,0.8907330565028277,0.0,0.8047464938932585
